X,Y
1910.25959951697,622.331336889404
1910.25959951697,622.331336889404
1909.98726561484,622.061715494195
1909.98726561484,622.061715494195
1909.98726561484,622.061715494195
1811.08911704549,599.645234242381
1811.08911704549,599.645234242381
1811.08911704549,599.645234242381
1811.08911704549,599.645234242381
1811.08911704549,599.645234242381
1758.05248073235,581.707801259027
1758.05248073235,581.707801259027
1758.05248073235,581.707801259027
1758.05248073235,581.707801259027
1758.05248073235,581.707801259027
1709.35781751418,574.594062600498
1708.85944974081,574.074397781334
1708.85944974081,574.074397781334
1708.85944974081,574.074397781334
1708.85944974081,574.074397781334
1656.64409454598,563.351002733708
1656.64409454598,563.351002733708
1656.64409454598,563.351002733708
1656.64409454598,563.351002733708
1656.64409454598,563.351002733708
1608.1922444435,560.647814628268
1608.1922444435,560.647814628268
1608.1922444435,560.647814628268
1608.1922444435,560.647814628268
1608.1922444435,560.647814628268
1574.75371911903,547.703374681406
1574.75371911903,547.703374681406
1574.75371911903,547.703374681406
1574.75371911903,547.703374681406
1574.75371911903,547.703374681406
1560.547559809,546.802239715258
1560.547559809,546.802239715258
1560.547559809,546.802239715258
1560.547559809,546.802239715258
1560.547559809,546.802239715258
1552.11782915602,529.497629788942
1552.11782915602,529.497629788942
1553.01706024538,529.043069132997
1557.13081150088,531.641278650117
1551.6335083374,530.737691618724
1555.90453245138,487.400224378275
1556.12290478858,489.11285959151
1557.0753434302,487.267837615006
1556.67730773331,489.475996159639
1558.04006444704,488.308877459853
1545.64757493558,454.570463271929
1544.21269838018,454.072959798367
1513.92474260804,436.516059327846
1544.21269838018,454.072959798367
1513.92474260804,436.516059327846
1546.04197419212,454.216616881088
1514.11720472198,436.967640209212
1546.04197419212,454.216616881088
1514.11720472198,436.967640209212
1544.42362496258,454.984344415716
1513.50256215954,436.693992876902
1544.42362496258,454.984344415716
1513.50256215954,436.693992876902
1546.81761204577,455.43931521621
1514.68803374879,450.141397539039
1515.28977687264,449.929642958866
1516.42824278354,450.388665701018
1515.58527718559,450.247410092047
1515.88076141473,450.166181113765
1483.95162396319,468.56533074779
1480.03545805841,467.85345712703
1481.71616217063,469.782862229308
1480.37647238357,470.495091152003
1481.17359342089,470.013118970203
1446.00332717913,523.202366577962
1432.70667861382,484.682068500303
1446.00332717913,523.202366577962
1432.70667861382,484.682068500303
1447.54050997726,520.132737095876
1446.83500970504,519.609680078717
1448.32947312815,521.996583707353
1446.83500970504,519.609680078717
1428.00624486806,579.470464593125
1426.51315833312,613.201736477612
1428.00624486806,579.470464593125
1426.51315833312,613.201736477612
1425.95238670759,577.708524254481
1425.85694567199,578.709280021938
1424.35436003884,614.487724316123
1425.85694567199,578.709280021938
1424.35436003884,614.487724316123
1425.82709995395,578.174148316922
1425.89845433329,578.594067821442
1424.18339081065,614.532104499045
1425.89845433329,578.594067821442
1424.18339081065,614.532104499045
1404.69530299846,623.622750147355
1403.56673852111,624.955011412633
1402.2393840247,622.312987142519
1402.67427415243,624.032557814777
1404.54140777168,624.71674892154
1372.61832384962,639.015340541472
1373.85928885978,640.622721877788
1372.24187610148,638.434364590314
1373.83812506956,640.126347500988
1372.37497830524,638.7069543317
1336.77138537592,665.559599077468
1334.00561187931,662.001516425811
1335.75186942878,664.73989993107
1334.85507802633,663.995769364221
1335.75186942878,664.73989993107
1303.14759393518,698.626267522362
1307.81832135353,699.977608822188
1303.44475045092,701.562626467864
1303.60521293044,701.008023247937
1303.57515919391,701.22879023247
1282.76392340652,730.085595390225
1278.82634289064,733.05136331475
1279.68906274892,732.079991346259
1278.89479927084,733.286149546887
1279.64903898602,732.133923937763
1262.14325638021,783.521893304666
1262.54762326972,782.739723866905
1262.89513747283,783.101348316016
1262.49013498113,783.099298242233
1262.6746728263,783.140995426584
1242.19242361154,823.542421874007
1241.19630221536,825.384123856953
1239.54266410748,824.764886657098
1240.27939064431,825.385668928109
1239.67179403647,824.711633160822
1220.22680015044,860.909143446955
1221.58612365229,863.755579779943
1220.03347605287,863.608498041675
1220.24476661802,863.542802278328
1219.88548919375,863.140824571549
1182.14647569344,885.992071932997
1177.08770066175,884.377783155778
1178.08873585162,883.539089281071
1178.04236254774,883.768427567366
1178.04236254774,883.768427567366
1143.68703418404,911.444008628657
1144.60542201521,911.662574397411
1144.38529235804,911.311499144113
1144.43344369449,910.940952980967
1144.38529235804,911.311499144113
1106.74778243196,944.482204443043
1110.33984792852,941.978668689561
1110.26336871958,941.931777907735
1113.54936217627,941.548085987857
1111.90248107998,942.609196782453
1076.54659539637,976.063627191645
1074.32155154061,974.320259529621
1073.8984424436,975.379496121646
1074.058896411,975.575666227663
1073.8984424436,975.379496121646
1042.28425086545,1004.37487614768
1042.9269018026,1005.05495978804
1042.66170648467,1004.97831666
1042.66170648467,1004.97831666
1042.66170648467,1004.97831666
1014.04301161382,1026.72375086202
1011.46498100111,1023.96220247596
1013.6476910961,1027.26685067337
1015.63975441004,1030.79550504259
1012.14990492341,1029.02266178001
995.409511342939,1057.71635451977
995.048575809648,1057.65690331322
995.048575809648,1057.65690331322
995.048575809648,1057.65690331322
995.048575809648,1057.65690331322
960.716210527451,1076.71757230143
